source,username,rating,review_text,date
com.instagram.android,Drs. Muhdar,5,bagus,2026-01-10 11:59:44
com.instagram.android,Aditya Pramudikha,4,weh tombol hapus story nya tenggelam ga bisa di geser ga bisa di pencet,2026-01-10 11:57:53
com.instagram.android,something about you,1,jelek pas vc ngebug gabisa pkke efek,2026-01-10 11:53:07
com.instagram.android,Yeni Rehing,5,bangus bangett👍,2026-01-10 11:52:27
com.instagram.android,yoyo nana,2,"Bisa ga usah diubah-ubah ratio postingannya ga?! kesal tau, postingan yang sudah berlalu keubah ratio-nya. MALAS. ga jelas. Untuk fitur music okelah, 45s, bagus. untuk ratio, bikin campur aja. kukasih 2, karena ga konsisten, ngubah ubah mulu, padahal pointnya di situ.",2026-01-10 11:49:32
com.instagram.android,hendra PANKRASIUS HENDRA,1,fitur musik nya kurang lengkap,2026-01-10 11:47:54
com.instagram.android,Anas Anis,5,good,2026-01-10 11:46:57
com.instagram.android,Habibi Hasba,5,sangat menyenangkan sayang nya vidio saya tidak fyp mohon di kasih fyp ya,2026-01-10 11:42:22
com.instagram.android,Asriani Ramadhani,5,Aplikasi yg dapat menyimpan memori yang baik,2026-01-10 11:42:17
com.instagram.android,Zahira Putri,1,"kenapa harus pake pengaturan orang tua ,jadi mau mempublish akun Ig jadi susah",2026-01-10 11:40:38
com.instagram.android,Hendra Hariyadi,5,sangat baik,2026-01-10 11:38:41
com.instagram.android,Aska Lola,1,muncul kan fitur live,2026-01-10 11:34:27
com.instagram.android,Meidina Claralisa,3,masa gabisa live lagi harus 1k followers si,2026-01-10 11:34:08
com.instagram.android,And You are,1,tidak bisa login,2026-01-10 11:33:27
com.instagram.android,Mahar Muhammad,5,keren,2026-01-10 11:23:49
com.instagram.android,KEVAN_BARISTA KEZNX,5,saya senang bisa bergabung dengan Instagram,2026-01-10 11:21:04
com.instagram.android,Kiki Susanti,1,"i didn't know, gbs login, klo uda bisa gabisa liat beranda, error mulu",2026-01-10 11:18:57
com.instagram.android,Aldi Fahri,1,vc filter ga bisa huuuuuuuuu,2026-01-10 11:18:30
com.instagram.android,Agung Pratama,5,video Ig saya ngejut sepi,2026-01-10 11:14:09
com.instagram.android,Salsabila,2,aplikasi kirek ra ono fitur bn rti spo sg ngunfoll. FOLLOWERS KU MEDON TEROS AKU GARETI SPO SG NGUNFOLL ASU😠 tp aku suka ig krna ada someone nya😘😘😘 salam #salsacalonorangkaya,2026-01-10 11:10:29
com.instagram.android,Sadar Rian93,5,bagus,2026-01-10 11:09:08
com.instagram.android,Candra Aditya bagaskara7,5,bantu like dong,2026-01-10 11:08:07
com.instagram.android,Garing,4,agak menyenangkan kan,2026-01-10 11:07:55
com.instagram.android,Almira Almira,5,"GOODDDDD, sumpahhh yaaa ni aplikasi yang nemenin gw kalau lagi gabut coo, full jempol deh",2026-01-10 11:04:31
com.instagram.android,suci abdullah,4,sebenarnya bagus tapi cari lagu susah baru ada,2026-01-10 10:54:59
com.instagram.android,egha man'ge kyu,5,ok,2026-01-10 10:54:04
com.instagram.android,Rizky Wos,5,Sangat membantu untuk mempromosikan dagangan saya,2026-01-10 10:51:45
com.instagram.android,Sihana hana,5,bagusss banggeettttt,2026-01-10 10:50:41
com.instagram.android,Krisanti Soewargo,5,"Saya baru mencoba IG, sejauh ini sangat memudahkan dan membantu memposting",2026-01-10 10:46:54
com.instagram.android,GILANG Terhormat,5,mantap,2026-01-10 10:46:45
com.instagram.android,Ardian Sah,3,kenapa selalu keluar sendiri saat login,2026-01-10 10:38:08
com.instagram.android,Yusar Joll,5,sangat menarik kata2nya sopan santun,2026-01-10 10:37:17
com.instagram.android,Pandji 182,5,sangat baik,2026-01-10 10:37:16
com.instagram.android,Muhammad Fajjrs,5,bagus cuyy,2026-01-10 10:33:13
com.instagram.android,Putri Fatimah,5,bgus,2026-01-10 10:30:09
com.instagram.android,Angga Putra,1,banyak bug gajelas,2026-01-10 10:23:31
com.instagram.android,Sumarni Bpn,5,mantap,2026-01-10 10:03:08
com.instagram.android,Marvel Bagas Dwi Putra Sudibyo,1,sekarang instagram kenapa yah mudah ke banned? padahal baru buat udah dibanned. tolong di tindak lanjuti ini,2026-01-10 10:02:46
com.instagram.android,Elfis Gindo,5,Oke banget,2026-01-10 10:02:00
com.instagram.android,Btg Luka,5,bagussss,2026-01-10 09:58:52
com.instagram.android,Nurul Hasanah,3,di update bukan nya makin bagus malah tambah jelek anjir,2026-01-10 09:51:19
com.instagram.android,Alif Fakih,3,Weh Instagram perbaiki keamanan akun seseorang masa akun gua tiba banyak bule yg hack akun gua biar gua jadi pengikut dia orang ngak kenal gua tiba2 gua ikutin kan ngak mungkin coba lah di perbaiki. semoga di baca di balas dan di perbaiki,2026-01-10 09:45:37
com.instagram.android,Karmen Karmen,5,terima kasih sangat baik,2026-01-10 09:40:28
com.instagram.android,Nurfariska Umar,5,baik cepat,2026-01-10 09:37:37
com.instagram.android,dini hartati,2,duh notifikasi komen sering ga muncul di feed ig,2026-01-10 09:27:01
com.instagram.android,Arif Sirrul falah,3,sering bug,2026-01-10 09:24:11
com.instagram.android,Melisa Refina,5,Good APK,2026-01-10 09:17:06
com.instagram.android,Muhammad Prayogo,5,apk yang mendukung kehidupan dan flexing,2026-01-10 09:13:24
com.instagram.android,Farrel Bima Satya,1,"kami melaporkan penipu yang mengambil postingan orang lain berulang kali,tapi laporan kami tidak bisa diproses karena tidak melanggar komunitas padahal sudah jelas itu mengambil dan meniru orang lain tolonglah diperbaiki ini sudah merugikan sekali sebagai pengguna asli karena mereka terus-menerus meniru tanpa adanya hukuman",2026-01-10 09:07:06
com.instagram.android,Andri Nurdiana (Campur Drakor),5,aplikasi yang sangat menarik dan spektakuler 😍,2026-01-10 09:05:03
com.instagram.android,Putri Khairani,1,buruk ga kyk dulu,2026-01-10 09:03:58
com.instagram.android,Resky TASBI,5,bagus,2026-01-10 09:00:10
com.instagram.android,Iyang Mulyadini,4,aku suka sih tapi kalo bisa mah di offline nin coooo lag banget soalnya 🤏🤡💞😘😠🤡😘🥺,2026-01-10 08:58:10
com.instagram.android,Julfa Shaki,5,mantaps,2026-01-10 08:56:55
com.instagram.android,Ilyas,4,saya kasih bintang empat karna pas memfolow knpa tiba tiba nggak bisa mempolow,2026-01-10 08:56:38
com.instagram.android,Aris,5,"nggak bisa berkata"" lagi intinya nice",2026-01-10 08:56:23
com.instagram.android,Ishmahusyifa Fauziyyah DIY,5,ig is my life,2026-01-10 08:52:53
com.instagram.android,Eduard Tapilatu,5,aplikasi yang sangat baik,2026-01-10 08:44:05
com.instagram.android,Dunia Apparel,5,mantaaap,2026-01-10 08:36:26
com.instagram.android,siti khadijah,1,saya kasih bintang 1 kerna akun saya tiba'ke suspanded semua mana arsipan saya banyak bgt lgi di ig,2026-01-10 08:32:55
com.instagram.android,m.abduloh bahanan (Abduloh Bahanan),5,semoga jadi alat berkah manfaat,2026-01-10 08:27:10
com.instagram.android,Adepi Rafli,5,terimakasih,2026-01-10 08:26:55
com.instagram.android,Mas mas jawa,1,aplikasi yang sangat bodoh sudah memberikan kata sandi yang betul malah kata sandi salah wah aplikasi yang sangat berguna,2026-01-10 08:23:40
com.instagram.android,Velysia ainun24,5,keren,2026-01-10 08:14:52
com.instagram.android,Debi Lukman,5,mantap banget bisa bikin ketawa,2026-01-10 08:11:38
com.instagram.android,Dk Diksi,5,senang,2026-01-10 08:07:48
com.instagram.android,Hokky putra Dharmawan,5,"apk ini sudah bagus, dan ok, aku suka sama apk ini, cuman pliss adakan fitur hapus dm an di Instagram, kek pesan yang sudah gak penting itu mending di hapus aja, ngapain sampai di buat permanen gitu",2026-01-10 08:03:17
com.instagram.android,Pauzan Nanmaruli,5,sangat memuaskan,2026-01-10 08:02:54
com.instagram.android,Kheisya Salsabila,5,so far so good,2026-01-10 08:02:38
com.instagram.android,Novi Purnama sari sitio,5,bagus,2026-01-10 07:53:48
com.instagram.android,sutriani yunus,5,sangat menarik dan menyenangkan,2026-01-10 07:53:46
com.instagram.android,Rahmat Akbar,5,bagus,2026-01-10 07:52:09
com.instagram.android,Hendri Yanto,5,Mantap...,2026-01-10 07:48:58
com.instagram.android,im wii,2,kenapa jadinya banyak yang promosiin judi online 🙏 mohon buat segera diperbaiki,2026-01-10 07:38:44
com.instagram.android,Desita Fadhilatul,2,"instagram harus perbaiki lagi bagian Highlight story nya(tampilan foto depannya) , setiap aku mau ubah tampilan foto nya kenapa harus lag terus apalagi loading nya lama banget bikin kesel nunggu nya",2026-01-10 07:23:58
com.instagram.android,Verisa Sevi,1,gak ada livenya,2026-01-10 07:18:44
com.instagram.android,Yayan Nupus,4,sgni mh oke lahh😌👌,2026-01-10 07:15:06
com.instagram.android,Alwi zr bang al,5,bagus aplikasinya lancar chet juga,2026-01-10 06:55:01
com.instagram.android,Ayu Andini,5,"Trimakasih Instagram ✨ karena melalui aplikasi ini saya dapat membagikan, men-share aktivitas pengalaman sehari-hari saya di Instagram ini, dan melalui aplikasi Instagram ini saya mendapatkan pertemanan yang cukup baik dan cukup mendukung saya di media sosial. thank you from me",2026-01-10 06:41:09
com.instagram.android,Yedi Hidayat,5,aplikasi nya sangat bagus,2026-01-10 06:40:01
com.instagram.android,Fania Rinata1,1,aplikasi lemot njss,2026-01-10 06:28:59
com.instagram.android,ANGGA RAKASIH,5,menghibur,2026-01-10 06:27:45
com.instagram.android,devil jin,5,Mempersingkat waktu menjelajahi dunia,2026-01-10 06:25:26
com.instagram.android,Raiden Yaemiko,1,aneh gw mau nama pengguna bebas kok gak bisa gak jelas 😠😤😤😤😤lalu gitu pas posting Uda kek gak jelas Ig sekarang agak laen,2026-01-10 06:14:58
com.instagram.android,Sembilan Dua,5,mantap,2026-01-10 06:12:45
com.instagram.android,Intan Permata yulia,5,bagus,2026-01-10 06:08:42
com.instagram.android,Ahmad Aspikhani,5,semoga fitur nya semakin upgrade lagi,2026-01-10 06:07:17
com.instagram.android,All Temongmere,5,terimakasih apk bagus skai,2026-01-10 06:00:51
com.instagram.android,Arianto Sutrisno,5,karena seru,2026-01-10 05:46:20
com.instagram.android,Acha Acha palu,5,aplikasi ini sangat berguna ketika kita akan mengebadikan momen yang indah sekian terima uang tunai,2026-01-10 05:41:58
com.instagram.android,Dani Dani,5,saya suka dg Instagram,2026-01-10 05:37:20
com.instagram.android,sintaarista,5,saran min coba update ini ada fitur biar liat followers yang ngeunfollow kita di ig gtu jdi ga cape cape nyari siapa yang udh unfoll Ig kita yg jdi berkurang followers nya,2026-01-10 05:35:49
com.instagram.android,Lmettjawa Powis,5,semoga makin maju,2026-01-10 05:34:48
com.instagram.android,putrafahri 88,3,"gj banget si semua vidio di sorotan pada ilang, di arsip juga gaada hmm",2026-01-10 05:34:08
com.instagram.android,Samuel Abednego,5,Memberikan pengetahuan dan pengalaman yang baru dari berbagai aspek kehidupan,2026-01-10 05:34:03
com.instagram.android,YULIANUS,5,dengan ini interaksi jadi lebih luas,2026-01-10 05:33:13
com.instagram.android,Adzwa fiantika,1,"IG MAKIN LAMA MAKIN RIBET. MASA GA NGAPA NGAPAIN KENA SUSPEND!!!! ga kaya dulu ga ada peringatan apapun, giliran aju banding di tolak terus JELEK",2026-01-10 05:26:46
com.instagram.android,Yunita Beatrix Nani,5,sangat bagus,2026-01-10 05:26:20
com.instagram.android,aryo Diandra,5,suka banget,2026-01-10 05:23:35
com.instagram.android,Senja Cantik,5,kenapa tidak bisa login padahal kata sandi bnr,2026-01-10 05:19:27
com.instagram.android,Kaka Arrafi,5,mantap,2026-01-10 05:18:50
com.instagram.android,Abdul Sofi,5,asuyyyyyyy,2026-01-10 05:18:07
com.instagram.android,Muhammad zaenuri,4,entah apa yang merasuki muuu hingga kau menangguhkan akunku,2026-01-10 05:15:10
com.instagram.android,Sela aulia,2,gue kasih 2 bintang dulu karena gue belum bisa move on dari pengikut 2k gue di Instagram padahal gue udah capek-capek mengposting sama mendapatkan pengikut sampai 2k tapi ujung-ujungnya akun Instagram gue malah di nonaktifkan oleh Instagram hanya karena gue buat akun banyak dan jarang aktif Instagram tidak seperti dulu lagi gue kecewa.,2026-01-10 05:14:35
com.instagram.android,Devi Puspita,1,akun ku dan suami ku kena banned padahal penuh momori pernikahan. kecewa sama Instagram 🙃,2026-01-10 05:14:30
com.instagram.android,Butsaina Nayla,4,"bagus tapi iklan iklan nya negatif ,trus KLO folowers nya udh banyak akun nya tiba2 hilang",2026-01-10 05:08:40
com.instagram.android,Muhammad Arpian,4,bgus,2026-01-10 05:08:35
com.instagram.android,email dotcom,5,ok juga,2026-01-10 05:05:18
com.instagram.android,Anggi Tri wulandari,5,aplikasi yang memiliki kualitas yang sangat sangat bagus dan saya sangat senang.,2026-01-10 04:53:25
com.instagram.android,Mukharomah Dyah Vinanti,5,"bagusss, tapi kenapa banyak fitur yang belum tersedia di akun pertama",2026-01-10 04:51:15
com.instagram.android,Triana,5,aku sangat suka karena aku bisa melihat widio teman saya sangat lucu😂😂😂,2026-01-10 04:39:26
com.instagram.android,Is me Yoka,1,update Instagram semakin aneh hanya karena gue membuat akun Instagram banyak akun Instagram gue yang followernya 2k hilang karena di nonaktifkan oleh Instagram gue kecewa sama aplikasi Instagram.,2026-01-10 04:37:35
com.instagram.android,Madri,4,Ok good,2026-01-10 04:32:18
com.instagram.android,Alby Rodiyawati,5,okkk gasss,2026-01-10 04:22:27
com.instagram.android,Crash Core,5,bagus,2026-01-10 04:22:21
com.instagram.android,pace defi,5,mantap,2026-01-10 04:20:47
com.instagram.android,Maxi Ludji,5,saya kasih bintang 5 untuk tampil diatas karena ingin menyampaikan kalo Ig eror masa kata sandi akun salah Mulu padahal itu sandi yang benar gua coba dari chrome aja jadi tolong dong,2026-01-10 04:20:00
com.instagram.android,luqy salju official,5,sangat membantu dalam menyimpan dokumentasi pribadi. terimakasih Instagram,2026-01-10 04:19:34
com.instagram.android,venamagfirah amalia,2,"dikit"" eror, padahal gaperna gnti sandi gaperna gnti yang lain, ttp aja gabisa masuk akun hadehh",2026-01-10 04:16:49
com.instagram.android,Acep Darma Rifai,5,flatporm baik,2026-01-10 04:08:01
com.instagram.android,Yanzz,5,gut job,2026-01-10 04:06:14
com.instagram.android,Endang Djuardi,5,Makin okeh 2026,2026-01-10 03:52:42
com.instagram.android,Sella Cahya,5,luar biasa,2026-01-10 03:51:19
com.instagram.android,Suli Sulimah,2,"👊, 😡🤬👎",2026-01-10 03:50:27
com.instagram.android,Yamikaze_ Players,5,good,2026-01-10 03:47:33
com.instagram.android,Nelson Rumuat,5,Sangat bagus,2026-01-10 03:44:24
com.instagram.android,Widia Astuti,4,"bagus, tapi kok kalo mau bikin story suka susah yah mengunggah nya, padahal internetnya cepat",2026-01-10 03:39:47
com.instagram.android,vee,3,tambahkan fitur buat liat siapa saja yang membagikan postingan kita,2026-01-10 03:25:23
com.instagram.android,Devid,5,beta suka ini pake ini aplikasi,2026-01-10 03:24:20
com.instagram.android,Intan Nuraini,4,blm bisa d up,2026-01-10 03:20:40
com.instagram.android,Natalia Kece,5,makin meningkat yahhh,2026-01-10 03:15:56
com.instagram.android,Salmia Salmia,5,suka dengan aplikasi ini apa lagi di gunakan untuk berdakwah,2026-01-10 03:12:11
com.instagram.android,Doni Rohim,5,ok,2026-01-10 03:06:52
com.instagram.android,Ratna Sadiyah,2,pengelola Instagram yang terhormat tolong kalau bisa kapasitas untuk posting gambar itu di buat lebih lebar ya karena saya suka menulis puisi dengan teks gambar kl yg sekarang kapasitasnya kekecilan puisi saya sering terpotong jadinya,2026-01-10 03:04:11
com.instagram.android,Eka Wahyuni,5,thankss,2026-01-10 02:47:38
com.instagram.android,Ulfa,4,baguss,2026-01-10 02:38:10
com.instagram.android,Wanto Trobos,5,mantap bg,2026-01-10 02:36:57
com.instagram.android,Via Via,5,terus semangat nya bikin konten 😚☺️🥰,2026-01-10 02:35:22
com.instagram.android,Pian Sopian,5,got 👍🏻,2026-01-10 02:33:28
com.instagram.android,Hendra Indra,5,ok banget senang pakai IG,2026-01-10 02:32:08
com.instagram.android,dimaserlangga Erlanggaputra,1,"kenapa Instagram saya tidak bisa posting ulang lgii ya padahal saya ga ngapain-ngapainn di ig cuma nge post kata-kata galau doang tiba saya,saya tidak bisa posting ulang lgii di ig, tolong bantuannya untuk, membiasakan, posting ulang saya,agar saya bisa posting ulang lagi makasiii saya butuh banget sama posting ulang itu soalnya,tadi pagi posting ulang masih sekarang bisa, kenapa ig saya kena bug gtu ya? padahal saya gak ngapain -ngapain di ig tolong bantuannya untuk membiasakan posting ulang",2026-01-10 02:25:44
com.instagram.android,Salman Gusti,1,"tolong di perbaiki dong masa akun saya, yang saya ikutin orang kok bertambah banyak padahal saya tidak pernah follow orang, dan hanya orang tertentu saja benerin dong,woi kurangi like vidio yang saya sukai napa,gua kg pernah like like orang sebanyak itu apalagi ngasal,mana kebanyakan orag india lagi, Instagram beda ama tiktok",2026-01-10 02:25:36
com.instagram.android,MUHAMMAD FARREL OKTAFIAN,1,kagak jelas sumpah akun gw ngefollow orang yang ga gw kenal sistem nga bobrok apa gimana?,2026-01-10 02:20:31
com.instagram.android,Dika Herdian,5,Sanggat bagus,2026-01-10 02:20:01
com.instagram.android,Arie Azhar,4,punya lebih dari i media akibat jarang online pada hilang,2026-01-10 02:03:34
com.instagram.android,Fikri Fatah,5,keren .. itu saja udh mewakili..,2026-01-10 01:48:42
com.instagram.android,Grace.,5,overall udah bagus dari fitur dan tampilanya cuman di bagian catatan agak kurang aja,2026-01-10 01:42:56
com.instagram.android,Hilda Kumala,3,ini maksudnya gimana? sudah lama pakek kok tiba2 nggak bisa buat posting foto,2026-01-10 01:07:48
com.instagram.android,Redi Efrianto,3,tiga dulu karena aku pengguna baru untuk aplikasi ini,2026-01-10 00:47:12
com.instagram.android,muhammad zainal,5,😊,2026-01-10 00:46:10
com.instagram.android,gugus wijiyantofb,5,ok banget saya suka,2026-01-10 00:36:52
com.instagram.android,Ramdan Hamdan,5,Mantap,2026-01-10 00:31:54
com.instagram.android,Afzal Al fariQ,5,saya pernah berpoto di instagram bagi bgt,2026-01-10 00:27:56
com.instagram.android,Achill Chill,3,makin kesini makin banyak bug,2026-01-10 00:27:52
com.instagram.android,Sulvia Sinta,3,engga bisa live ajaa,2026-01-10 00:15:52
com.instagram.android,Angga Achmad,1,"semakin banyak iklan, dan iklan sengaja susah di scroll agar bisa terlihat lama dan itu mengganggu",2026-01-10 00:15:10
com.instagram.android,ABD GAFUR GAFUR,5,saya suka,2026-01-10 00:02:21
com.instagram.android,アワルディンウジ,5,"bagus, editing banyak, menyenangkan sekali",2026-01-09 23:50:57
com.instagram.android,Mikayla Fathima az zahra,5,tapi syng gabisa buat ngerepost,2026-01-09 23:41:39
com.instagram.android,Cinidi 21,5,The best👍💯,2026-01-09 23:39:52
com.instagram.android,Ari Ipang,5,Good applicatiob,2026-01-09 23:31:11
com.instagram.android,elis siswati,5,bahagia banyak temen dan bisa bagi pengalaman,2026-01-09 23:22:00
com.instagram.android,ASFUR DAENG MATARRU,5,Sudah jadi lebih baik,2026-01-09 23:04:00
com.instagram.android,Maz Tur,5,berkat ig saya bisa menemukan alat komunikasi dengan cewe yang aku sukai diam²,2026-01-09 23:03:21
com.instagram.android,Sry Utami,5,ok,2026-01-09 22:46:23
com.instagram.android,Mk anam,5,bagus sebagai ruang publikasi,2026-01-09 22:08:44
com.instagram.android,Ahmad Buchori,1,saya sangat kecewa dengan update Instagram saat ini.karena setah update sekarang malah sperti tidak berkelas. dulu saya anggap Instagram paling beda dengan aplikasi yang lain.tapi saat ini menjadi sama saja dengan yang lain.,2026-01-09 22:06:55
com.instagram.android,Nabila Prariwi,5,saya sangat menyukai aplikasi ini,2026-01-09 22:01:18
com.instagram.android,Boy Sukatani,2,aku beri dua bintang 🌟🌟,2026-01-09 21:17:38
com.instagram.android,Syifana Nazwa anggita,4,kesini karena error gbs dibuka wkwk,2026-01-09 21:10:21
com.instagram.android,Soetarmin Soemadimedja,5,mantapppp,2026-01-09 20:48:40
com.instagram.android,Peserta Aktif_Betha Rizqi Salsabila,1,"Gatau kenapa akun ku kena suspend terus, mana alasannya gak jelas, terus mau balikin akunnya juga susah... Padahal aku nya gak ngapa²in loh, tolong ya pihak Instagram balikin akun saya, jujur selama saya pakai gak pernah kayak gini, terus tiba-tiba akun saya kena suspend dengan alasan yang gak jelas, jujur nyesel pakai Instagram... Dikit² suspend",2026-01-09 20:34:12
com.instagram.android,Agil,5,"jika bisa fyp video ku, ku kasih B5 lgi",2026-01-09 20:34:09
com.instagram.android,Sukma Dinare,1,"tolong dong bikin kemanan nya lebih ketat, masa akun saya setiap kali mau bikin akun buat konten kreator selaluh di ambil orang, yang dari luar negeri tiba tiba mengikuti nya banyak sendiri orang luar pulak, jadi saran saya tolong lebih ketat kemanan nya jangan ada Sampek hack akun orang , mohon maaf saya kasi bintang 1",2026-01-09 19:24:12
com.instagram.android,Mabar Barbar,5,keren,2026-01-09 19:12:41
com.instagram.android,Ptbulaga Nusantara,5,bgus sekali,2026-01-09 19:08:31
com.instagram.android,Hadi Zakaria,5,asik dan baguss,2026-01-09 18:52:28
com.instagram.android,Rina Risnawati,5,SUKAA SAMAA APK INSTRAGRAM DAN SAYA SERING BUKA INSTAGRAM KARENA SERUU BNGETTT SETIAP HARI SAYA BUKA TRUSS INSTRAGRAM,2026-01-09 18:51:41
